Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee
379412034;ETUDE DE MAITRE PEYCHEZ CHRISTOPHE ET LAURENT GUITOU HUISSIERS DE JUSTICE;6 CHEMIN FRANCOIS MITTERRAND;33160;ST MEDARD EN JALLES;6910Z Activités juridiques;PROFESSIONNEL;Etendue
301305447;ETUDE DE MAITRE PEYROT MARIE HELENE HUISSIER DE JUSTICE;94 AVENU DU DOCTEUR CHASSAING;63600;AMBERT;6910Z Activités juridiques;PROFESSIONNEL;Etendue
398745059;ETUDE DE MAITRE PHILIPPE BAUTHIER HUISSIER DE JUSTICE;33 AVENUE MARATHON BP 54;38590;ST ETIENNE DE ST GEDIRS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
422553453;ETUDE DE MAITRE PHILIPPE BOUNIOL HUISSIER DE JUSTICE;8 RUE DES MOUSQUETAIRES;32110;NOGARO;6910Z Activités juridiques;PROFESSIONNEL;Etendue
326468808;ETUDE DE MAITRE PHILIPPE COLLIGNAN HUISSIER DE JUSTICE;38 RUE EMILE COMBES;17800;PONS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
788066744;ETUDE DE MAITRE PHILIPPE CONTI HUISSIER DE JUSTICE;3 RUE DU GENERAL DE GAULLE BP 72253;41102;VENDOME;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
401918065;ETUDE DE MAITRE PHILIPPE FIX HUISSIER DE JUSTICE;48/50 RUE DE L'ENCLOS;78550;HOUDAN;6910Z Activités juridiques;PROFESSIONNEL;Etendue
423008234;ETUDE DE MAITRE PHILIPPE LACHAUD HUISSIER DE JUSTICE;368 RUE DE PARIS;60170;RIBRECOURS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
391094091;ETUDE DE MAITRE PHILIPPE PLASKOWSKI NOTAIRE;27 RUE MICHEL GREUET BP 18;60850;SAINT-GERMER-DE- FLY;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
479650798;ETUDE DE MAITRE PHILIPPE ROESSLINGER HUISSIER DE JUSTICE;9A RUE DES JUIFS BP 1;67260;SARRE-UNION;6910Z Activités juridiques;PROFESSIONNEL;Etendue
390530004;ETUDE DE MAITRE PHILIPPE SAUVE HUISSIER DE JUSTICE;28 RUE ROGER SALENGRO;59159;MARCOING;6910Z Activités juridiques;PROFESSIONNEL;Etendue
331071043;ETUDE DE MAITRE PIERRE ARLEGUI HUISSIER DE JUSTICE;80 RUE DU GENERAL LABAT;40350;POUILLON;6910Z Activités juridiques;PROFESSIONNEL;Etendue
510994601;ETUDE DE MAÎTRE PIERRE BOSGIRAUD;3 RUE DE LA TERRASSE;87000;LIMOGES;6910Z Activités juridiques;PROFESSIONNEL;Etendue
334907102;ETUDE DE MAITRE PIERRE FREUDENREICH HUISSIER DE JUSTICE;1 RUE DE LA 1ERE ARMEE FRANCAISE;68190;ENSISHEIM;6910Z Activités juridiques;PROFESSIONNEL;Etendue
385254776;ETUDE DE MAITRE PIERRE MAZOUE HUISSIER DE JUSTICE;2 PLACE DU FOIRAIL BP 40;65400;ARGELES GAZOST;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
393415964;ETUDE DE MAITRE PIERRE VIDAL HUISSIER DE JUSTICE;11 AVENUE FOCH;51200;EPERNAY;6910Z Activités juridiques;PROFESSIONNEL;Etendue
388689150;ETUDE DE MAITRE PIERRE YVES MEYER HUISSIER DE JUSTICE;46 RUE GAMBETTA BP 20231;59504;DOUAI CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
300987492;ETUDE DE MAITRE PIERRE-ALBIN DELACOURT NOTAIRE;48 ET 50 RUE DE PARIS BP 30013;60434;NOAILLES;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
440928851;ETUDE DE MAITRE PIERRE-ERIC CHANSON, NOTAIRE;15, RUE DEBERTRAND;91410;DOURDAN;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
440290955;ETUDE DE MAITRE PIERSON HERVE HUISSIER DE JUSTICE;18 PLACE DU FORUM;57000;METZ;6910Z Activités juridiques;PROFESSIONNEL;Etendue
334577400;ETUDE DE MAITRE PIGNON FRANCOIS HUISSIER DE JUSTICE;3 PLACE DU GRAND MOULIN;85400;LUCON;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
507406270;ETUDE DE MAITRE PINC ERWANN HUISSIER DE JUSTICE;36 PLACE DE LA PREVOTE;33670;CREON;6910Z Activités juridiques;PROFESSIONNEL;Etendue
424518991;ETUDE DE MAITRE PINCEMIN;RUE DES CHAMPS GAUTIER;22210;PLEMET;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
341525756;ETUDE DE MAITRE PONS JEAN-PIERRE HUISSIER DE JUSTICE;6 RUE DU PONT NOIR BP 170;26702;PIERRELATTE CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
349904631;ETUDE DE MAITRE PORTE JEAN MARC HUISSIER DE JUSTICE;10 AVENUE AUGUSTE RENOIR;78160;MARLY LE ROI;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
781534540;ETUDE DE MAITRE PORTRAIT CHRISTIAN NOTAIRE;19 RUE MARCEL AYMARD BP 31;86202;LOUDUN;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
338698301;ETUDE DE MAITRE POUYAUD MARIE-HUGUETTE HUISSIER DE JUSTICE;25 RUE DE LA GUINGANDERIE;19210;LUBERSAC;6910Z Activités juridiques;PROFESSIONNEL;Etendue
434573929;ETUDE DE MAITRE PRAS HUISSIER DE JUSTICE;17 RUE TRONCHET;69006;LYON;6910Z Activités juridiques;PROFESSIONNEL;Etendue
403212947;ETUDE DE MAITRE PRETOT CHOUET LAURENCE HUISSIER DE JUSTICE;32 RUE DE MONTBELIARD;25150;PONT DE ROIDE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
313471997;ETUDE DE MAITRE PROSPER LAURENT HUISSIER DE JUSTICE;3 RUE DE L'ARCADE;11400;CASTELNAUDARY;6910Z Activités juridiques;PROFESSIONNEL;Etendue
340362276;ETUDE DE MAITRE PROUVEZ HENRI HUISSIER DE JUSTICE;16 RUE DES FRERES DAVION BP 10062;62453;BAPAUME CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
383935509;ETUDE DE MAITRE PRUNIER MARIE-THERESE NOTAIRE;5 AVENUE JEAN JAURES;38380;ST LAURENT DU PONT;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
320802119;ETUDE DE MAITRE PUJOL-LAHILLE MIREILLE HUISSIER DE JUSTICE;22 RUE SAINT-VALIER;09200;SAINT GIRONS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
330577941;ETUDE DE MAITRE PUJOS JACQUES HUISSIER DE JUSTICE;9 PLACE DE LA LIBERATION;64000;PAU;6910Z Activités juridiques;PROFESSIONNEL;Etendue
418122388;ETUDE DE MAITRE PYBOURAIN SYLVIE HUISSIER DE JUSTICE;7 IMPASSE DE L'AVENIR;92234;GENNEVILLIERS;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
420088742;ETUDE DE MAITRE QUILLET STEPHANE HUISSIER DE JUSTICE;10 RUE DU GENERAL LECLERC BP 31031;14100;LISIEUX;6910Z Activités juridiques;PROFESSIONNEL;Etendue
351768452;ETUDE DE MAITRE RAMAT DOMINIQUE HUISSIER DE JUSTICE;2 PLACE DU MANDAROUS;12100;MILLAU;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
498512086;ETUDE DE MAITRE RASOAZANANY FREDERIC HUISSIER DE JUSTICE;34 RUE ANATOLE FRANCE;62380;LUMBRES;6910Z Activités juridiques;PROFESSIONNEL;Etendue
487659153;ETUDE DE MAITRE RATEL STEPHANIE HUISSIER DE JUSTICE;1303 ROUTE DE PARIS;76520;FRANQUEVILLE SAINT PIERRE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
498053347;ETUDE DE MAITRE RAYNAL MAGALI HUISSIER DE JUSTICE;2 RUE DE LA CHAPELLE;14360;TROUVILLE SUR MER;6910Z Activités juridiques;PROFESSIONNEL;Etendue
377971130;ETUDE DE MAITRE REGNIER CHARLES HUISSIER DE JUSTICE;32 RUE PROUDHON;25000;BESANCON;6910Z Activités juridiques;PROFESSIONNEL;Etendue
321602070;ETUDE DE MAITRE REMI SEEMANN HUISSIER DE JUSTICE;3 PLACE XAVIER JOURDAIN;68130;ALTKIRCH;6910Z Activités juridiques;PROFESSIONNEL;Etendue
401056718;ETUDE DE MAITRE REMIGEREAU GUY HUISSIER DE JUSTICE;53 RUE DU GENERAL LECLERC GALERIE MIRABEAU;45201;MONTARGIS CEDEX;6910Z Activités juridiques;PROFESSIONNEL;Etendue
401275813;ETUDE DE MAITRE REMY EDME HUISSIER DE JUSTICE;PLACE DE LA POSTE BP 32;23800;DUN LE PALESTEL;6910Z Activités juridiques;PROFESSIONNEL;Etendue
432851483;ETUDE DE MAITRE REMY LIONEL HUISSIER DE JUSTICE;6 RUE CLEMENCEAU;57170;CHATEAU SALINS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
329327779;ETUDE DE MAITRE RENEE VIARD-SIRI HUISSIER DE JUSTICE;1 PLACE DU COMMERCE;04160;CHATEAU-ARNOUX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
330671603;ETUDE DE MAITRE RENON;RUE JEAN MOULIN BP 102;63308;THIERS;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
781117494;ETUDE DE MAITRE RENTY GUILLAUME HUISSIER DE JUSTICE;57 RUE JEANNE D'ARC BP 582;76006;ROUEN CEDEX;6910Z Activités juridiques;SALARIE;Etendue
402826656;ETUDE DE MAITRE REVEL-LEBLAY KRISTCH HUISSIER DE JUSTICE;19 RUE FELIX FAURE;76400;FECAMP;6910Z Activités juridiques;PROFESSIONNEL;Etendue
452258387;ETUDE DE MAITRE REY NICOLAS;14 RUE PIERRE HENRI MAUGER;41700;CONTRES;6910Z Activités juridiques;PROFESSIONNEL;Etendue
328996103;ETUDE DE MAITRE REY PATRICK HUISSIER DE JUSTICE;28 RUE VALLON BP 203;74205;THONON LES BAINS CEDEX;6910Z Activités juridiques;PROFESSIONNEL;Etendue
340838572;ETUDE DE MAITRE REYNAUD JEAN PIERRE HUISSIER DE JUSTICE;11 AVENUE DE LA GARE;43100;BRIOUDE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
378422273;ETUDE DE MAITRE REYNAUD NOTAIRE;6/8 RUE ST LEGER;17770;BURIE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
340727304;ETUDE DE MAITRE REZE BERNARD HUISSIER DE JUSTICE;18 RUE LEON MARIE CESNE;78200;MANTES LA JOLIE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
381902584;ETUDE DE MAITRE RICHARD LEVESQUE HUISSIER DE JUSTICE;74 RUE DU MARECHAL LECLERC BP 255;50015;SAINT LO CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
404971525;ETUDE DE MAITRE RICHARD PINCEMIN HUISSIER DE JUSTICE;33 RUE JUGE;75015;PARIS;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
432602753;ETUDE DE MAITRE RIEDWEG ISABELLE HUISSIER DE JUSTICE;27 RUE DU BRUILLE;59230;ST AMAND LES EAUX;6910Z Activités juridiques;PROFESSIONNEL;Etendue
444265805;ETUDE DE MAITRE RIPERT NATHALIE NOTAIRE;ZA LES LAURONS -95 RUE DU DOCTEUR ANDRE DION BP 13;26111;NYONS CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
320307028;ETUDE DE MAITRE RITTER ALAIN-CLAUDE HUISSIER DE JUSTICE;2 RUE DE PERONNE;68502;GUEBWILLER;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
491671038;ETUDE DE MAITRE ROBERT RENASSIA HUISSIER DE JUSTICE;13 RUE DES PETITS CARREAUX;75002;PARIS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
409894961;ETUDE DE MAITRE ROBERT VERONIQUE HUISSIER DE JUSTICE;26 RUE SERVIEZ;64000;PAU;6910Z Activités juridiques;PROFESSIONNEL;Etendue
381900513;ETUDE DE MAITRE ROBERT VIGUIER HUISSIER DE JUSTICE;RUE SENATEUR BONNIARD;05200;EMBRUN;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
;ETUDE DE MAITRE RODANGE-POIGNON  VIRGINIE NOTAIRE;7 PLACE DE L'EGLISE BP 2;45480;BAZOCHES LES GALLERANDES;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
783271794;ETUDE DE MAITRE RODIER GERARD HUISSIER DE JUSTICE;5 RUE DU TEMPLE;54150;BRIEY;6910Z Activités juridiques;PROFESSIONNEL;Etendue
783061740;ETUDE DE MAITRE RODOLPHZ PIONNIER NOTAIRE;1 RUE JEAN DE LA BRUYERE BP 11;83390;CUERS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
320865082;ETUDE DE MAITRE ROGER WEBER HUISSIER DE JUSTICE;15 RUE LAMARTINE;67200;STRASBOURG;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
391235223;ETUDE DE MAITRE ROHMER BERARDIER GHISLAINE HUISSIER DE JUSTICE;59 COURS PIERRE PUGET;13006;MARSEILLE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
408994671;ETUDE DE MAITRE ROLLAND JEAN-PHILIPPE HUISSIER DE JUSTICE;1 RUE DU PREVALLET;63700;ENNEZAT;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
449127497;ETUDE DE MAITRE ROLLIN DOLORES HUISSIER DE JUSTICE;18 BOULEVARD BUYSER;45250;BRIARE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
483195582;ETUDE DE MAITRE ROMAIN FLORENCE;13 PLACE DU GENERAL DE GAULLE;24480;LE BUISSON DE CADOUIN;;PROFESSIONNEL;Etendue
482776010;ETUDE DE MAITRE ROMMEL SANDRINE HUISSIER DE JUSTICE;7 AVENUE DE LA GARE BP 19;86700;COUHE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
483545430;ETUDE DE MAITRE ROUBER EMMANUELLE HUISSIER DE JUSTICE;14 RUE HERRINGER BP 12;88300;NEUFCHATEAU;6910Z Activités juridiques;PROFESSIONNEL;Etendue
343275103;ETUDE DE MAITRE ROUDEAU JEAN-LUC HUISSIER DE JUSTICE;53 RUE DEZS VICTIMES;33580;MONSEGUR;6910Z Activités juridiques;PROFESSIONNEL;Etendue
329728190;ETUDE DE MAITRE ROURE MICHEL HUISSIER DE JUSTICE;2 COURS SOEUR AMELIE;20100;SARTENE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
310421003;ETUDE DE MAITRE ROUSSEAU ANDRE HUISSIER DE JUSTICE;26 BIS ROUTE DE NOZAY;44290;GUEMENE PENFAO;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
494933492;ETUDE DE MAITRE RUIZ-BERNARD VALERIE NOTAIRE;62 AVENUE DU 8 MAI;84150;JONQUIERES;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
382175255;ETUDE DE MAITRE RUSSEIL CHRISTOPHE HUISSIER DE JUSTICE;6 RUE DES ESSARTS BP 516;45305;PIITHIVIERS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
444411516;ETUDE DE MAITRE SAAS JEAN-LUC HUISSIER DE JUSTICE;10A ALLEE DE L'EUROPE;67140;BARR;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
447944687;ETUDE DE MAITRE SAGARCIAGUE GRATIANNE HUISSIER DE JUSTICE;27 RUE DES ARCEAUX;40500;SAINT-SEVER;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
313912388;ETUDE DE MAITRE SAGE CHRISTIAN HUISSIER DE JUSTICE;36 RUE DU MILOIL BP 8;39201;SAINT CLAUDE CEDEX;6910Z Activités juridiques;PROFESSIONNEL;Etendue
391066446;ETUDE DE MAITRE SAINT-MARTIN OLIVIER HUISSIER DE JUSTICE;6 BOULEVARD DE LA REPUBLIQUE;95640;MARINES;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
352304414;ETUDE DE MAITRE SALICETI TOUSSAINT HUISSIER DE JUSTICE;LOCETO DI CASINA;30215;LORETO DI CASINA;6910Z Activités juridiques;PROFESSIONNEL;Etendue
439896853;ETUDE DE MAITRE SAMUEL LERASLE HUISSIER DE JUSTICE;97 RUE JULES SIEGFRIED;76600;LE HAVRE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
329546436;ETUDE DE MAITRE SANSOT GEORGES HUISSIER DE JUSTICE;13 PLACE PAUCOUT BP 233;40004;MONT DE MARSAN;6910Z Activités juridiques;PROFESSIONNEL;Etendue
523672376;ETUDE DE MAITRE SANTOS MAUVEZIN;2 RUE DU CHATEAU D EAU;33920;SAINT SAVIN;6910Z Activités juridiques;PROFESSIONNEL;Etendue
313021075;ETUDE DE MAITRE SARAGOUSSI ALAIN HUISSIER DE JUSTICE;79 RUE REAUMUR;75002;PARIS;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
384841151;ETUDE DE MAITRE SAUNIER-GUINET CORINNE HUISSIER DE JUSTICE;2 RUE DE LA REPUBLIQUE BP 31;38261;LA COTE ST ANDRE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
312190424;ETUDE DE MAITRE SAURE HUISSIER DE JUSTICE;2 RUE DE ST FRONT;61700;DOMFRONT;6910Z Activités juridiques;PROFESSIONNEL;Etendue
504073685;ETUDE DE MAITRE SCHMITTER FLORENCE HUISSIER DE JUSTICE;4 RUE PHILIPPE DE LA FORCE;51800;SAINTE MENEHOULD;6910Z Activités juridiques;PROFESSIONNEL;Etendue
313441172;ETUDE DE MAITRE SCHWARTZ JEAN PIERRE HUISSIER DE JUSTICE;13 RUE PETINIAUD BEAUPEYRAT;87000;LIMOGES;6910Z Activités juridiques;PROFESSIONNEL;Etendue
489199802;ETUDE DE MAITRE SEBASTIEN FEUGNET HUISSIER DE JUSTICE;31 RUE DU CHATEAU D'EAU;33000;BORDEAUX;6910Z Activités juridiques;PROFESSIONNEL;Etendue
314010943;ETUDE DE MAITRE SEGUIN JEAN PIERRE HUISSIER DE JUSTICE;1 RUE DUBOIS AUBRY;17310;ST PIERRE D'OLERON;6910Z Activités juridiques;PROFESSIONNEL;Etendue
425010659;ETUDE DE MAITRE SERGE ABBOU HUISSIER DE JUSTICE;17 RUE DE LA REPUBLIQUE IMMEUBLE LE REPUBLIQUE;71300;MONTCEAU LES MINES;6910Z Activités juridiques;PROFESSIONNEL;Etendue
385328273;ETUDE DE MAITRE SERGE BEAUMONT HUISSIER DE JUSTICE;2 RUE DU 8 MAI 1945 BP 7;87400;SAINT LEONARD DE NOBLAT;6910Z Activités juridiques;PROFESSIONNEL;Etendue
319945309;ETUDE DE MAITRE SERGE SOULAS HUISSIER DE JUSTICE;7 RUE DE LA POSTE BP 2;64800;NAY;6910Z Activités juridiques;PROFESSIONNEL;Etendue
400218095;ETUDE DE MAITRE SIDOUX CATHERINE NOTAIRE;PLACE DE LA MAIRIE BP 10;19500;MEYSSAC;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
481277556;ETUDE DE MAITRE SIMARD-PATRICOT ISABELLE HUISSIER DE JUSTICE;56 AVENUE DE LA REPUBLIQUE;71210;MONTCHANIN;6910Z Activités juridiques;PROFESSIONNEL;Etendue
339965147;ETUDE DE MAITRE SIMON JEAN-YVES HUISSIER DE JUSTICE;6 BIS RUE GEORGES CLEMENCEAU;78000;VERSAILLES;6910Z Activités juridiques;PROFESSIONNEL;Etendue
322088717;ETUDE DE MAITRE SIMONINI MICHELE HUISSIER DE JUSTICE;15 RUE FERDINAND FABRE;34600;BEDARIEUX;6910Z Activités juridiques;PROFESSIONNEL;Etendue
478936140;ETUDE DE MAITRE SOLA-RIGOUSTE CELINE HUISSIER DE JUSTICE;50 B RUE DU BOURG L'ABBESSE;50800;VILLEDIEU LES POELES;6910Z Activités juridiques;PROFESSIONNEL;Etendue
;ETUDE DE MAITRE SOPHIE DARDE HUISSIER DE JUSTICE;CHEMIN DES VIGNES BP 50;70360;SCEY SUR SAONE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
483692737;ETUDE DE MAITRE SOUBISE SOPHIE HUISSIER DE JUSTICE;10 RUE DU CHATEAU D'EAU BP 35;14000;CAEN;6910Z Activités juridiques;PROFESSIONNEL;Etendue
338585219;ETUDE DE MAITRE SPADILIERO CATHERINE HUISSIER DE JUSTICE;31 AVENUE PIERRE BEREGOVOY RESIDENCE LE NIVERNAIS 5;58000;NEVERS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
340606177;ETUDE DE MAITRE STAAL ARNOLD HUISSIER DE JUSTICE;9 RUE DE LA TERRASSE;89600;ST FLORENTIN;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
490283322;ETUDE DE MAITRE STANISLAS DUFRESNE NOTAIRE;9, PLACE DE LA RESISTANCE;38580;ALLEVARD;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
343225413;ETUDE DE MAITRE STEHLE PHILIPPE HUISSIER DE JUSTICE;31 RUE JEANRIEG;68051;MULHOUSE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
418537320;ETUDE DE MAITRE STEPHANE DUPART HUISSIER DE JUSTICE;11 QUAI PAUL DOUMER BP 100;33250;PAUILLAC;6910Z Activités juridiques;PROFESSIONNEL;Etendue
478995889;ETUDE DE MAITRE STEPHANE GODILLOT;PLACE DE L'EUROPE BP 77;71600;PARYE LE MONIAL;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
492686647;ETUDE DE MAITRE STEPHANE MACHEDA HUISSIER DE JUSTICE;4 PLACE DU GRAND MARCHE;58500;CLAMECY;6910Z Activités juridiques;PROFESSIONNEL;Etendue
502822596;ETUDE DE MAITRE STEPHEN DU CRAY NOTAIRE;81 RUE DU GENERAL DE GAULLE;76450;;741A Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue
413611237;ETUDE DE MAITRE SULMONI PATRICE HUISSIER DE JUSTICE;13 BOULEVARD DE LA REPUBLIQUE;04300;FORCALQUIER;6910Z Activités juridiques;PROFESSIONNEL;Etendue
343238259;ETUDE DE MAITRE TAIN;18 RUE DE LA CROIX BLANCHE;03350;CERILLY;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
500164827;ETUDE DE MAITRE TATIANA NUPS HUISSIER DE JUSTICE;15 RUE ADRIEN CAVY LE LAURENCIA  PORTE D;03700;BELLERIVE SUR ALLIER;6910Z Activités juridiques;PROFESSIONNEL;Etendue
333503720;ETUDE DE MAITRE TEBOUL JACQUES HUISSIER DE JUSTICE;15 RUE DES GALONS;92190;MEUDON;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
317699445;ETUDE DE MAITRE TERNISIEN NOTAIRE;1 ROUTE DE LIGNEROLLES;27770;ILLIERS L'EVEQUE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
420810293;ETUDE DE MAITRE TESSIER SEBASTIEN HUISSIER DE JUSTICE;11 RUE LOUIS GAIN BP 10611;49106;ANGERS CEDEX 02;6910Z Activités juridiques;PROFESSIONNEL;Etendue
338579790;ETUDE DE MAITRE THALINEAU GERARD PATRICK HUISSIER DE JUSTICE;20 BIS BOULEVARD DE LA XX;49420;POVANCE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
431739556;ETUDE DE MAITRE THEBAULT YANNICK;195 RUE DU PARC BP 60 033;44370;VARADES;6910Z Activités juridiques;PROFESSIONNEL;Etendue
329149124;ETUDE DE MAITRE THIBAULT AGNES HUISSIER DE JUSTICE;38 RUE DE VERDUN;92150;SURESNES;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Générale
309591163;ETUDE DE MAITRE THIERRY FAGEOT HUISSIER DE JUSTICE;5 PLACE DE LA MAIRIE;34500;BEZIERS;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
348168964;ETUDE DE MAITRE THIERRY FARNERT HUISSIER DE JUSTICE;33 RUE DES OISEAUX BP 29;71302;MONTCEAU LES MINES;6910Z Activités juridiques;PROFESSIONNEL;Etendue
320770645;ETUDE DE MAITRE THIERRYBECTARDT HUISSIER DE JUSTICE;1 RUE AMIRAL CHERNER;22370;PLENEUF VAL ANDRE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
824358287;ETUDE DE MAÎTRE THOMAS BORCIC;41 BOULEVARD NEY;54700;PONT-A-MOUSSON;6910Z Activités juridiques;PROFESSIONNEL;Etendue
482361219;ETUDE DE MAITRE THOMAZON SYLVAIN HUISSIER DE JUSTICE;62 RUE TIQUETONE;75002;PARIS;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
413122953;ETUDE DE MAITRE TONY BECOT HUISSIER DE JUSTICE;52 GRAND'RUE;16320;VILLEBOIS-LAVALETTE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
490235769;ETUDE DE MAITRE TORTERAT-CARREAU NATHALIE HUISSIER DE JUSTICE;3 RUE DE L'ABREUVOIR;45600;SULLY SUR LOIRE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
331178103;ETUDE DE MAITRE TOURNET BERNARD HUISSIER DE JUSTICE;4 RUE MONCEAU;87380;MAGNAC BOURG;6910Z Activités juridiques;PROFESSIONNEL;Etendue
378183511;ETUDE DE MAITRE TREMOULET PIERRE HUISSIER DE JUSTICE;20 RUE CLOVIS HUGUES;84200;CARPENTRAS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
310690243;ETUDE DE MAITRE USAI JOSEPHINE  ET ARNAUD DOMINIQUE HUISSIERS DE JUSTICE ASSOCIES;47 AVENUE GENERAL LECLERC;38200;VIENNE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
387603897;ETUDE DE MAITRE VALERIE CERRI;42, GRANDE RUE;39800;POLIGNY;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
383492402;ETUDE DE MAITRE VALETTE PATRICK HUISSIER DE JUSTICE;23 AVENUE JULES FERRY IMLMEUBLE BEAUSOLEIL ALLEE B;38550;LE PEAGE DE ROUSSILLON;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
314474941;ETUDE DE MAITRE VALIN FRANCOIS HUISSIER DE JUSTICE;3 AVENUE DU PONT ROUGE;59440;AVESNES SUR HELPE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
444260459;ETUDE DE MAITRE VASSEUR DAVID HUISSIER DE JUSTICE;4 RUE PLUCHE;51100;REIMS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
431556810;ETUDE DE MAITRE VERONIQUE ALBERT HUISSIER DE JUSTICE;1 GRANDE RUE;58130;GUERIGNY;6910Z Activités juridiques;PROFESSIONNEL;Etendue
